index,id,name,description,group_id,group_description
254,QIT-11,Allocation concealment,"Describe the method used to conceal the allocation sequence in sufficient detail to determine wether intervention allocations could have been foreseen in advance of, during, enrolement.",-1,-1
255,QIT-12,Blinding of participants and personnel,"Describe all measures used, if any to blind study participants and personnel from knowledge of which intervention a participant received. Provide any information relating to whether the intended blinding was effective.",QIG-12.01,All outcomes
256,QIT-10,Blinding of outcome assessors,"Describe all measures used, if any to blind outcome assessors from knowledge of which intervention a participant received. Provide any information relating to whether the intended blinding was effective.",QIG-10.01,All outcomes
257,QIT-13,Incomplete outcome data,"Describe the completeness of outcome data for each main outcome, including attrition and exlusions from the analysis. State whether attrition and exclusions were reported, the numbers in each intervention group (compared with total randomized participants), reasons for attrition/exclusions where reported, and any re-inclusions in analyses performed by the review authors.",QIG-13.01,All outcomes
258,QIT-14,Selective outcome reporting,State how the possibility of selective outcome reporting was examined by the review authors and what was found.,-1,-1
259,QIT-15,Other sources of bias,"State any important concerns about bias not addressed in the other domains in the tool. If particular questions/entries were re-specified in the review's protocol, responses should be provided for each question/entry.",-1,-1
260,QIT-09,Free of systematic differences in baseline characteristics of groups compared?,-1,-1,-1
261,QIT-10,Did authors adjust for baseline differences in their analyses?,-1,-1,-1
262,QIT-03,Blinding (performance bias and detection bias),Performance bias or detection bias due to knowledge of the allocated interventions after assignment,QIG-03.01,All outcomes - patients?
263,QIT-03,Blinding (performance bias and detection bias),Performance bias or detection bias due to knowledge of the allocated interventions after assignment,QIG-03.02,All outcomes - providers?
264,QIT-03,Blinding (performance bias and detection bias),Performance bias or detection bias due to knowledge of the allocated interventions after assignment,QIG-03.03,All outcomes - outcome assessor?
265,QIT-10,Timing outcome assessments similar?,Was the timing of the outcome assessment in all groups similar?,-1,-1
266,QIT-10,Overall risk of bias,-1,QIG-10.01,All outcomes
267,QIT-07,Blinding of participants/carers?,-1,-1,-1
268,QIT-08,Blinding of outcome assessors?,-1,-1,-1
269,QIT-09,Incomplete outcome data addressed?,-1,-1,-1
270,QIT-10,Free of selective reporting?,-1,-1,-1
271,QIT-11,Free of other bias?,-1,-1,-1
272,QIT-03,Blinding?,Was knowledge of the allocated interventions adequately prevented during the study?,QIG-03.03,Versus sham
273,QIT-04,Incomplete outcome data addressed?,Were incomplete outcome data adequately addressed?,QIG-04.01,Short term
274,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.01,Questionnaire assessors blind?
275,QIT-03,Blinding (performance bias and detection bias),Performance bias or detection bias due to knowledge of the allocated interventions after assignment,QIG-03.01,Clinical outcomes
276,QIT-03,Blinding (performance bias and detection bias),Performance bias or detection bias due to knowledge of the allocated interventions after assignment,QIG-03.02,Functional outcomes
277,QIT-03,Blinding (performance bias and detection bias),Performance bias or detection bias due to knowledge of the allocated interventions after assignment,QIG-03.03,Nutritional outcomes
278,QIT-03,Blinding?,Was knowledge of the allocated interventions adequately prevented during the study?,QIG-03.01,All outcomes - patients?
279,QIT-03,Blinding?,Was knowledge of the allocated interventions adequately prevented during the study?,QIG-03.02,All outcomes - providers?
280,QIT-03,Blinding?,Was knowledge of the allocated interventions adequately prevented during the study?,QIG-03.03,All outcomes - outcome assessors?
281,QIT-04,Incomplete outcome data addressed?,Were incomplete outcome data adequately addressed?,QIG-04.01,All outcomes - drop-outs?
282,QIT-04,Incomplete outcome data addressed?,Were incomplete outcome data adequately addressed?,QIG-04.02,All outcomes - ITT analysis?
283,QIT-03,Blinding (performance bias and detection bias),Performance bias or detection bias due to knowledge of the allocated interventions after assignment,QIG-03.02,of personnel
284,QIT-03,Blinding (performance bias and detection bias),Performance bias or detection bias due to knowledge of the allocated interventions after assignment,QIG-03.03,of outcome assessors
285,QIT-03,Blinding (performance bias and detection bias),Performance bias or detection bias due to knowledge of the allocated interventions after assignment,QIG-03.02,Personnel
286,QIT-03,Blinding (performance bias and detection bias),Performance bias or detection bias due to knowledge of the allocated interventions after assignment,QIG-03.04,Outcome assessors
287,QIT-03,Blinding (performance bias and detection bias),Performance bias or detection bias due to knowledge of the allocated interventions after assignment,QIG-03.01,"Subjective outcomes - intensity of withdrawal, adverse effects)"
288,QIT-03,Blinding (performance bias and detection bias),Performance bias or detection bias due to knowledge of the allocated interventions after assignment,QIG-03.02,"Objective outcomes - duration of treatment, completion of treatment"
289,QIT-07,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-07.01,Objective outcomes
290,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.01,Objective measures
291,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.02,Subjective measures
292,QIT-09,Baseline outcome measures similar,-1,-1,-1
293,QIT-10,Baseline (provider) characteristics similar,-1,-1,-1
294,QIT-11,Baseline (patient) characteristics similar,-1,-1,-1
295,QIT-12,Knowledge of allocated intervention adequate (Process variables),-1,-1,-1
296,QIT-13,"Knowledge of allocated interventions adequate (Patient satisfaction, health status)",-1,-1,-1
297,QIT-14,Blinding of participants and personnel (performance bias),-1,-1,-1
298,QIT-15,Blinding of outcome assessment (detection bias) (Process variables),-1,-1,-1
299,QIT-16,"Blinding of outcome assessment (detection bias) (Patient satisfaction, health status).",-1,-1,-1
300,QIT-17,Adequately protected against contamination,-1,-1,-1
301,QIT-09,Were baseline outcome measurements similar?,"Score “Low risk” if performance or patient outcomes were measured prior to the intervention, and no important differences were present across study groups. In RCTs, score “Low risk” if imbalanced but appropriate adjusted analysis was performed (e.g. Analysis of covariance). Score “High risk” if important differences were present and not adjusted for in analysis.**  If RCTs have no baseline measure of outcome, score “Unclear”",-1,-1
302,QIT-10,Were baseline characteristics similar?,Score “Low risk” if baseline characteristics of the study and control providers are reported and similar. Score “Unclear” if it is not clear in the paper (e.g. characteristics are mentioned in text but no data were presented). Score “High risk” if there is no report of characteristics in text or tables or if there are differences between control and intervention providers. Note that in some cases imbalance in patient characteristics may be due to recruitment bias whereby the provider was responsible for recruiting patients into the trial.,-1,-1
303,QIT-11,Blinding (performance bias and detection bias) - Non-objective outcomes,-1,-1,-1
304,QIT-03,Blinding (performance bias and detection bias),Performance bias or detection bias due to knowledge of the allocated interventions after assignment,QIG-03.01,Patient reported outcomes
305,QIT-03,Blinding (performance bias and detection bias),Performance bias or detection bias due to knowledge of the allocated interventions after assignment,QIG-03.02,Assessor measured outcomes
306,QIT-12,Sponsor bias,-1,-1,-1
307,QIT-07,Free of systematic difference in care?,"Free of systematic difference in care between the control and intervention arms, aside from the dietary fat intervention - includes attention difference and other baseline healthcare differences?",-1,-1
308,QIT-08,Free of dietary differences other than fat?,-1,-1,-1
309,QIT-03,Blinding (performance bias and detection bias),Performance bias or detection bias due to knowledge of the allocated interventions after assignment,QIG-03.01,Survival
310,QIT-03,Blinding (performance bias and detection bias),Performance bias or detection bias due to knowledge of the allocated interventions after assignment,QIG-03.02,Symptom control
311,QIT-04,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-04.01,Survival
312,QIT-04,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-04.02,Symptom control
313,QIT-15,Blinding of participants (performance bias),-1,-1,-1
314,QIT-16,Blinding of personnel (performance bias),-1,-1,-1
315,QIT-12,Compliance (adherence) acceptable? (performance bias),Was compliance with the intervention(s) reliable?,-1,-1
316,QIT-13,Co-interventions avoided or similar? (performance bias),Were co-interventions avoided or similar (contamination)? (performance bias),-1,-1
317,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.01,"{'SUP': '1', '#text': 'Administrative data and other non-self-report outcomes'}"
318,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.02,Self-reported outcomes
319,QIT-14,Timing of outcome assessment (measurement/detection bias),Is timing of outcome assessment similar in all groups or do analyses adjust for different lengths of follow-up? (measurement/detection bias),-1,-1
