index,review_code,title
324,CD003999,CD003999 v. 9.0 Relapse prevention interventions for smoking cessation
325,CD004003,CD004003 v. 7.3 Environmental sanitary interventions for preventing active trachoma
326,CD004008,CD004008 v. 7.0 Interventions for trachoma trichiasis
327,CD004011,CD004011 v. 5.562 Strategies for the removal of short-term indwelling urethral catheters in adults
328,CD004015,CD004015 v. 6.3 Lay health workers in primary and community health care for maternal and child health and the manage
329,CD004019,CD004019 v. 5.0 Osteotomy for treating knee osteoarthritis
330,CD004020,CD004020 v. 7.0 Braces and orthoses for treating osteoarthritis of the knee
331,CD004022,CD004022 v. 10.0 Effects of low sodium diet versus high sodium diet on blood pressure renin aldosterone catecholam
332,CD004025,CD004025 v. 8.0 Music therapy for people with schizophrenia and schizophrenia-like disorders
333,CD004034,CD004034 v. 8.180 Pharmacological treatment of hypertension in people without prior cerebrovascular disease for the pr
334,CD004046,CD004046 v. 8.0 Acupuncture for depression
335,CD004048,CD004048 v. 12.0 Lithium for acute mania
336,CD004052,CD004052 v. 10.9 Valproate for acute mania
337,CD004055,CD004055 v. 5.0 Interventions for hand eczema
338,CD004063,CD004063 v. 8.0 Palliative chemotherapy and targeted therapies for esophageal and gastroesophageal junction cancer
339,CD004064,CD004064 v. 11.4 Chemotherapy for advanced gastric cancer
340,CD004069,CD004069 v. 9.0 Vitamin E supplementation in pregnancy
341,CD004072,CD004072 v. 9.0 Vitamin C supplementation in pregnancy
342,CD004073,CD004073 v. 7.0 Vitamin supplementation for preventing miscarriage
343,CD004075,CD004075 v. 13.0 Fetal pulse oximetry for fetal assessment in labour
344,CD004098,CD004098 v. 5.0 Levothyroxine or minimally invasive therapies for benign thyroid nodules
345,CD004107,CD004107 v. 4.0 Options for self-management education for adults with asthma
346,CD004122,CD004122 v. 8.301 Preoperative hair removal to reduce surgical site infection
347,CD004126,CD004126 v. 10.0 Alpha-2 adrenergic agonists for the prevention of cardiac complications among adults undergoing surg
348,CD004127,CD004127 v. 9.0 Noninvasive positive-pressure ventilation as a weaning strategy for intubated adults with respirator
349,CD004134,CD004134 v. 6.0 Interventions for improving patients' trust in doctors and groups of doctors
350,CD004136,CD004136 v. 13.0 Antihypertensive agents for preventing diabetic kidney disease
351,CD004143,CD004143 v. 7.2 Long-term hormone therapy for perimenopausal and postmenopausal women
352,CD004147,CD004147 v. 10.0 Psychosocial combined with agonist maintenance treatments versus agonist maintenance treatments alon
353,CD004148,CD004148 v. 12.0 Effectiveness of brief alcohol interventions in primary care populations
354,CD004149,CD004149 v. 6.0 Constraint-induced movement therapy in children with unilateral cerebral palsy
355,CD004157,CD004157 v. 4.0 Treatment for cramps in amyotrophic lateral sclerosismotor neuron disease
356,CD004158,CD004158 v. 6.0 Rehabilitation following carpal tunnel release
357,CD004185,CD004185 v. 10.0 Fluoxetine versus other types of pharmacotherapy for depression
358,CD004192,CD004192 v. 9.9 Dietary interventions for multiple sclerosis-related outcomes
359,CD004197,CD004197 v. 12.11 Antibiotic strategies for eradicating Pseudomonas aeruginosa in people with cystic fibrosis
360,CD004198,CD004198 v. 9.0 Treatments for priapism in boys and men with sickle cell disease
361,CD004210,CD004210 v. 8.0 Interventions to prevent hypothermia at birth in preterm andor low birth weight infants
362,CD004253,CD004253 v. 11.0 Psychological interventions for women with metastatic breast cancer
363,CD004260,CD004260 v. 10.0 Continuous passive motion following total knee arthroplasty in people with arthritis
364,CD004265,CD004265 v. 8.51 Hand-washing promotion for preventing diarrhoea
365,CD004267,CD004267 v. 10.0 Antibiotics for ventilator-associated pneumonia
366,CD004282,CD004282 v. 8.0 Non-invasive interventions for improving well-being and quality of life in patients with lung cancer
367,CD004287,CD004287 v. 9.2 Tissue adhesives for closure of surgical incisions
368,CD004289,CD004289 v. 10.0 HMG CoA reductase inhibitors (statins) for dialysis patients
369,CD004294,CD004294 v. 6.3 Physical rehabilitation for older people in long-term care
370,CD004305,CD004305 v. 9.4 Healthcare financing systems for increasing the use of tobacco dependence treatment
371,CD004307,CD004307 v. 12.0 Incentives for smoking cessation
372,CD004317,CD004317 v. 10.0 Strategies to improve adherence and continuation of shorter-term hormonal methods of contraception
373,CD004345,CD004345 v. 6.29 Surgical techniques for the removal of mandibular wisdom teeth
374,CD004349,CD004349 v. 6.75 Blood pressure targets in adults with hypertension
375,CD004371,CD004371 v. 11.0 Interventions to improve adherence to lipid-lowering medication
376,CD004376,CD004376 v. 6.0 Exercise for osteoarthritis of the knee
377,CD004381,CD004381 v. 8.14 Music therapy for autistic people
378,CD004398,CD004398 v. 12.0 Printed educational materials effects on professional practice and healthcare outcomes
379,CD004414,CD004414 v. 5.0 Interventions for preventing occupational irritant hand dermatitis
380,CD004415,CD004415 v. 6.0 Interventions for actinic keratoses
381,CD004421,CD004421 v. 10.0 Taxanes for adjuvant treatment of early breast cancer
382,CD004433,CD004433 v. 7.0 Constraint-induced movement therapy for upper extremities in people with stroke
383,CD004434,CD004434 v. 9.0 Endothelin receptor antagonists for pulmonary arterial hypertension
384,CD004454,CD004454 v. 10.1 Antenatal corticosteroids for accelerating fetal lung maturation for women at risk of preterm birth
385,CD004455,CD004455 v. 9.0 Antibiotic prophylaxis for operative vaginal delivery
386,CD004462,CD004462 v. 7.2 Interventions for treating urinary incontinence after stroke in adults
387,CD004476,CD004476 v. 5.0 Perioperative beta-blockers for preventing surgery-related mortality and morbidity
388,CD004477,CD004477 v. 10.0 Pharmacological agents for adults with acute respiratory distress syndrome
389,CD004492,CD004492 v. 9.0 Stage-based interventions for smoking cessation
390,CD004493,CD004493 v. 9.179 Family-based programmes for preventing smoking by children and adolescents
391,CD004523,CD004523 v. 10.154 Risedronate for the primary and secondary prevention of osteoporotic fractures in postmenopausal wom
392,CD004529,CD004529 v. 4.2 Atovaquone-proguanil for treating uncomplicated Plasmodium falciparum malaria
393,CD004536,CD004536 v. 7.0 Nutritional interventions for reducing morbidity and mortality in people with HIV
394,CD004538,CD004538 v. 6.2 Impact of public release of performance data on the behaviour of healthcare consumers and providers
395,CD004542,CD004542 v. 10.0 Psychosocial interventions for preventing and treating depression in dialysis patients
396,CD004559,CD004559 v. 12.0 Chinese medicinal herbs for influenza
397,CD004598,CD004598 v. 13.0 Local anaesthetic sympathetic blockade for complex regional pain syndrome
398,CD004615,CD004615 v. 5.2 Mannitol and other osmotic diuretics as adjuncts for treating cerebral malaria
399,CD004619,CD004619 v. 5.8 Coblation versus other surgical techniques for tonsillectomy
400,CD004622,CD004622 v. 8.6 Full-mouth treatment modalities (within 24 hours) for periodontitis in adults
401,CD004625,CD004625 v. 7.0 Routine scale and polish for periodontal health in adults
402,CD004634,CD004634 v. 9.5 Follicular flushing during oocyte retrieval in assisted reproductive techniques
403,CD004659,CD004659 v. 6.0 Antiplatelet agents for preventing pre-eclampsia and its complications
404,CD004661,CD004661 v. 7.0 Magnesium sulphate for women at risk of preterm birth for neuroprotection of the fetus
405,CD004677,CD004677 v. 5.37 Selective serotonin reuptake inhibitors (SSRIs) for autism spectrum disorders (ASD)
406,CD004680,CD004680 v. 12.8 Catheter type placement and insertion techniques for preventing catheter-related infections in chro
407,CD004687,CD004687 v. 9.1 Short-term psychodynamic psychotherapies for common mental disorders
408,CD004690,CD004690 v. 9.0 Cognitive behavioural therapy for anxiety disorders in children and adolescents
409,CD004692,CD004692 v. 9.13 Omega-3 fatty acids for depression in adults
410,CD004705,CD004705 v. 9.0 Biomedical risk assessment as an aid for smoking cessation
411,CD004714,CD004714 v. 7.32 Treatment of periodontitis for glycaemic control in people with diabetes mellitus
412,CD004715,CD004715 v. 6.0 Pharmacological interventions for pain in patients with temporomandibular disorders
413,CD004736,CD004736 v. 8.0 Daily oral iron supplementation during pregnancy
414,CD004744,CD004744 v. 6.0 Rivastigmine for vascular cognitive impairment
415,CD004749,CD004749 v. 8.0 Interventions to increase the use of electronic health information by healthcare practitioners to im
416,CD004764,CD004764 v. 6.0 Patching for corneal abrasion
417,CD004767,CD004767 v. 11.0 Interventions for cutaneous molluscum contagiosum
418,CD004770,CD004770 v. 13.0 Drug therapy for delirium in terminally ill adults
419,CD004772,CD004772 v. 6.0 Optimisation of antiretroviral therapy in HIV-infected children under 3 years of age
420,CD004773,CD004773 v. 8.0 Primary antifungal prophylaxis for cryptococcal disease in HIV-positive people
421,CD004780,CD004780 v. 13.0 Family therapy approaches for anorexia nervosa
422,CD004794,CD004794 v. 5.0 Interventions to improve water quality for preventing diarrhoea
423,CD004795,CD004795 v. 6.0 Fluoroquinolones for treating tuberculosis (presumed drug-sensitive)
424,CD004816,CD004816 v. 17.1 Statins for the primary prevention of cardiovascular disease
425,CD004834,CD004834 v. 7.0 Interventions for American cutaneous and mucocutaneous leishmaniasis
426,CD004851,CD004851 v. 11.38 Newer generation antidepressants for depressive disorders in children and adolescents
427,CD004863,CD004863 v. 11.0 Early erythropoiesis-stimulating agents in preterm or low birth weight infants
428,CD004873,CD004873 v. 14.50 Chest physiotherapy for acute bronchiolitis in paediatric patients between 0 and 24 months old
429,CD004898,CD004898 v. 5.0 Monoamine oxidase B inhibitors for early Parkinson's disease
430,CD004905,CD004905 v. 14.0 Multiple-micronutrient supplementation for women during pregnancy
431,CD004908,CD004908 v. 7.0 Relief of pain due to uterine crampinginvolution after birth
432,CD004909,CD004909 v. 8.0 Fetal movement counting for assessment of fetal wellbeing
433,CD004910,CD004910 v. 5.0 Shared care across the interface between primary and specialty care in management of long term condi
434,CD004916,CD004916 v. 7.0 Interventions to slow progression of myopia in children
435,CD004945,CD004945 v. 10.0 Induction of labour at or beyond 37 weeks' gestation
436,CD004947,CD004947 v. 11.0 Prenatal administration of progesterone for preventing preterm birth in women considered to be at ri
437,CD004961,CD004961 v. 6.0 Intramedullary nails for extracapsular hip fractures in adults
438,CD004982,CD004982 v. 10.0 Treatment for superficial thrombophlebitis of the leg
439,CD005001,CD005001 v. 9.0 Exercise for women receiving adjuvant therapy for breast cancer
440,CD005004,CD005004 v. 9.0 Green tea (Camellia sinensis) for the prevention of cancer
441,CD005005,CD005005 v. 11.8 Hyperbaric oxygen therapy for late radiation tissue injury
442,CD005023,CD005023 v. 7.3 Vision screening for correctable visual acuity deficits in school-age children and adolescents
443,CD005027,CD005027 v. 8.0 Interventions for morphea
444,CD005043,CD005043 v. 7.0 Advocacy interventions to reduce or eliminate violence and promote the physical and psychosocial wel
445,CD005048,CD005048 v. 8.19 Interventions for dysphagia in oesophageal cancer
446,CD005051,CD005051 v. 4.5 Whole grain cereals for the primary or secondary prevention of cardiovascular disease
447,CD005061,CD005061 v. 4.0 Alpha-glucosidase inhibitors for prevention or delay of type 2 diabetes mellitus and its associated 
448,CD005067,CD005067 v. 9.0 Interventions for Old World cutaneous leishmaniasis
449,CD005068,CD005068 v. 7.0 Interventions for pityriasis rosea
450,CD005074,CD005074 v. 5.0 Action plans with brief patient education for exacerbations in chronic obstructive pulmonary disease
451,CD005083,CD005083 v. 11.0 Honey as a topical treatment for wounds
452,CD005085,CD005085 v. 4.0 Oximes for acute organophosphate pesticide poisoning
453,CD005103,CD005103 v. 4.0 Continuous subcutaneous insulin infusion (CSII) versus multiple insulin injections for type 1 diabet
454,CD005105,CD005105 v. 3.59 Low glycaemic index or low glycaemic load diets for people with overweight or obesity
455,CD005134,CD005134 v. 7.0 Pentasaccharides for the prevention of venous thromboembolism
456,CD005139,CD005139 v. 7.0 Anti-vascular endothelial growth factor for neovascular age-related macular degeneration
457,CD005143,CD005143 v. 6.0 Hyperbaric versus isobaric bupivacaine for spinal anaesthesia for caesarean section
